,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
0,1,Bitcoin,BTC,bitcoin,9865,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19225950.0,19225950.0,,1,,,,2022-12-06T14:52:00.000Z,17005.468768450773,19567857671.47302,-8.9021,-0.03727938,-1.30197711,3.36467739,-19.92586305,-13.53249531,-10.0859353,326946292268.79614,38.3849,357114844137.47,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
1,1027,Ethereum,ETH,ethereum,6260,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-06T14:52:00.000Z,1255.8366863680253,5528768467.29882,-5.2159,-0.14888002,-2.43792943,3.51107397,-22.83302548,-6.36460002,-18.63162933,153681590649.00598,18.0429,153681590649.01,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
2,825,Tether,USDT,tether,44190,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65576715611.096825,73141766321.23428,,3,,,,2022-12-06T14:51:00.000Z,1.0000569528608547,25982235764.34259,-3.1207,-0.00240495,-0.00432984,0.03288296,-0.00040738,-0.00236779,-0.00312231,65580450392.656334,7.7004,73145931954.07,,2022-12-06T14:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-06 14:53:55.624074+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969399.80770272,159979963.59042934,,4,,,,2022-12-06T14:52:00.000Z,288.86870546649743,599866100.3629324,-9.6081,0.09977928,-1.48036885,-4.06674362,-17.63679693,1.72576928,8.11783726,46210153436.70365,5.4253,57773741093.3,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
4,3408,USD Coin,USDC,usd-coin,8698,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43277505822.43587,43277505822.43587,,5,,,,2022-12-06T14:51:00.000Z,1.000111285399066,2232547493.5899596,-1.7871,0.01120489,0.01169683,-0.01097685,0.01260569,0.00983787,0.00761314,43282321976.941895,5.0794,43282321976.94,,2022-12-06T14:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-06 14:53:55.624074+00:00
5,4687,Binance USD,BUSD,binance-usd,5681,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22100085744.154423,22100085744.154423,,6,,,,2022-12-06T14:51:00.000Z,1.0003119852052114,5561887441.548959,2.4916,0.00422538,0.02312041,0.03853441,0.00750535,0.05354883,-0.01265778,22106980643.940502,2.5943,22106980643.94,,2022-12-06T14:51:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-06 14:53:55.624074+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-06T14:52:00.000Z,0.3875705272864346,890796220.5606859,23.2881,0.22631743,-1.48973803,-1.38055775,-20.86782383,-21.03070609,19.5922891,19479467653.988865,2.286,38757052728.64,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-06T14:52:00.000Z,0.10063962420697188,630644458.1983317,-33.3606,-0.23841087,-3.9092883,-1.67773005,-19.91789653,61.36189172,67.37967524,13351935862.393082,1.5671,13351935862.39,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
8,2010,Cardano,ADA,cardano,603,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459298230.168,35212260956.882,,9,,,,2022-12-06T14:51:00.000Z,0.316269329537559,181281597.63128874,-1.4657,-0.2597394,-2.87456672,2.19462216,-25.43957466,-25.50380348,-32.21156275,10898419147.590027,1.279,14232119829.19,,2022-12-06T14:51:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
9,3890,Polygon,MATIC,polygon,544,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-06T14:52:00.000Z,0.9094791123967555,272392887.6932281,11.7277,-0.19405904,-2.15892406,8.82829861,-22.46966666,8.32493965,11.54747382,7943679304.813608,0.9326,9094791123.97,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
10,6636,Polkadot,DOT,polkadot-new,435,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1143975975.7784371,1259999646.083617,,11,904869778.0,4959306790.573139,,2022-12-06T14:51:00.000Z,5.480685631400477,164175117.77849862,7.4913,-0.19699928,-2.50248398,3.60531366,-22.43110732,-13.30555355,-23.13353207,6269772693.11622,0.7358,6905661955.86,,2022-12-06T14:51:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
11,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71770531.22724101,84000000.0,,12,,,,2022-12-06T14:52:00.000Z,79.33697016105837,666633085.3302712,-17.0665,-0.07675307,-4.84575834,4.1318624,14.52829498,50.04413265,43.07617674,5694056494.418928,0.6683,6664305493.53,,2022-12-06T14:52:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
12,4943,Dai,DAI,multi-collateral-dai,1701,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5681688318.189465,5681688318.189465,,13,,,,2022-12-06T14:51:00.000Z,0.9993812701096428,164644881.82094228,-0.2251,-0.00725934,-0.02638643,-0.07473318,-0.09865713,-0.03195783,-0.01104994,5678172887.799308,0.6666,5678172887.8,,2022-12-06T14:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-06 14:53:55.624074+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,460,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-06T14:51:00.000Z,9.34518940766522e-06,129222098.18805659,-38.9178,-0.17058074,-2.90473425,2.86096905,-26.31861653,-15.66864677,-23.32094227,5131100337.892752,0.6022,5511185559.5,,2022-12-06T14:51:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-06 14:53:55.624074+00:00
14,5426,Solana,SOL,solana,408,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,363962942.91205555,535382912.3724641,,15,,,,2022-12-06T14:51:00.000Z,14.020027837800395,319020565.4037665,17.3193,-0.35784407,0.73806724,3.06280313,-60.83197408,-57.49945222,-55.33635831,5102770591.554775,0.5988,7506083335.34,,2022-12-06T14:51:00.000Z,,,,,,2022-12-06 14:53:55.624074+00:00
0,1,Bitcoin,BTC,bitcoin,9865,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19225950.0,19225950.0,,1,,,,2022-12-06T14:53:00.000Z,17005.890803202536,19593510547.50262,-8.8064,-0.03081352,-1.30758548,3.37667965,-19.92101786,-13.50764055,-10.10238189,326954406287.8318,38.3858,357123706867.25,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
1,1027,Ethereum,ETH,ethereum,6260,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-06T14:53:00.000Z,1255.8249931823464,5537793988.423266,-5.0652,-0.14922899,-2.43450856,3.53020925,-22.81396071,-6.31556406,-18.65518274,153680159708.66605,18.0427,153680159708.67,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
2,825,Tether,USDT,tether,44192,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65576715611.096825,73141766321.23428,,3,,,,2022-12-06T14:53:00.000Z,1.0000714444245657,26027733890.562424,-2.9737,-0.00081107,-0.0017084,0.03464955,0.0076211,-0.00243174,-0.00090319,65581400701.80857,7.7005,73146991892.64,,2022-12-06T14:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-06 14:54:56.192268+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969399.80770272,159979963.59042934,,4,,,,2022-12-06T14:53:00.000Z,288.82223037212384,600085082.0178193,-9.4722,0.10105259,-1.49346335,-4.06629672,-17.63886603,1.74419876,8.06099469,46202718843.7507,5.4244,57764446074.42,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
4,3408,USD Coin,USDC,usd-coin,8698,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43277505822.43587,43277505822.43587,,5,,,,2022-12-06T14:53:00.000Z,1.0001202145642631,2243016710.487783,-1.1212,0.01344635,0.01748167,-0.0110623,0.00534881,0.01524975,0.00557616,43282708408.940704,5.0779,43282708408.94,,2022-12-06T14:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-06 14:54:56.192268+00:00
5,4687,Binance USD,BUSD,binance-usd,5681,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22100085744.154423,22100085744.154423,,6,,,,2022-12-06T14:53:00.000Z,1.0003960665859484,5572593637.298586,2.6948,-0.02761221,0.05397331,0.00720709,-0.02294925,0.02639051,-0.00133231,22108838849.664276,2.5938,22108838849.66,,2022-12-06T14:53:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-06 14:54:56.192268+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-06T14:53:00.000Z,0.387604155969851,891520315.2518024,23.3413,0.23698084,-1.47077157,-1.38260865,-20.8780107,-20.98997884,19.59110721,19481157846.624104,2.2855,38760415596.99,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-06T14:53:00.000Z,0.1006298891335155,631079923.4879701,-33.3435,-0.23877798,-3.90367574,-1.64626026,-19.83104823,61.35807131,67.34810815,13350644302.757109,1.567,13350644302.76,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
8,2010,Cardano,ADA,cardano,603,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459298230.168,35212260956.882,,9,,,,2022-12-06T14:53:00.000Z,0.31673247726747167,181994093.256114,-1.1215,-0.07005299,-2.74327137,2.34534184,-25.23184451,-25.37364782,-32.06584616,10914378893.339712,1.2805,14252961477.04,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
9,3890,Polygon,MATIC,polygon,544,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem']",10000000000.0,8734317475.28493,10000000000.0,,10,,,,2022-12-06T14:53:00.000Z,0.909510392933994,272801812.5724935,11.802,-0.17353786,-2.15778659,8.84807692,-22.38993229,8.36558256,11.53329399,7943952518.956647,0.9327,9095103929.34,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
10,6636,Polkadot,DOT,polkadot-new,435,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1143975975.7784371,1259999646.083617,,11,904869778.0,4964889741.726335,,2022-12-06T14:53:00.000Z,5.486855525996289,164580492.99741352,7.7341,-0.02727331,-2.46082489,3.68665504,-22.41205712,-13.17128314,-23.00835286,6276830904.306914,0.7364,6913436020.87,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
11,2,Litecoin,LTC,litecoin,851,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,71770531.22724101,84000000.0,,12,,,,2022-12-06T14:53:00.000Z,79.34593275351754,669030961.4248408,-16.839,-0.06410921,-4.83121489,4.15787353,14.55413544,50.15200493,43.06363527,5694699744.440896,0.6684,6665058351.3,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
12,4943,Dai,DAI,multi-collateral-dai,1701,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,5681688318.189465,5681688318.189465,,13,,,,2022-12-06T14:53:00.000Z,0.9996284704411341,164720085.44433564,-0.176,0.01910123,0.01270858,-0.0298955,-0.05611432,-0.00686599,0.00906391,5679577403.034994,0.6668,5679577403.03,,2022-12-06T14:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-12-06 14:54:56.192268+00:00
13,5994,Shiba Inu,SHIB,shiba-inu,460,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,14,,,,2022-12-06T14:53:00.000Z,9.356864216443288e-06,129292946.64724962,-38.9619,-0.02926718,-2.78261098,2.94712318,-26.18495268,-15.54642937,-23.19260977,5137510546.680692,0.6027,5518070603.21,,2022-12-06T14:53:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-12-06 14:54:56.192268+00:00
14,5426,Solana,SOL,solana,408,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,363962942.91205555,535382912.3724641,,15,,,,2022-12-06T14:53:00.000Z,14.020852427583627,319542314.12386763,18.6467,-0.26836506,0.70672344,3.16395473,-60.86000372,-57.488012,-55.33133911,5103070711.678975,0.5987,7506524806.62,,2022-12-06T14:53:00.000Z,,,,,,2022-12-06 14:54:56.192268+00:00
0,1,Bitcoin,BTC,bitcoin,9865,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19225950.0,19225950.0,,1,,,,2022-12-06T14:54:00.000Z,17006.19397811489,19600195483.3973,-8.7675,-0.02634838,-1.30656267,3.38361868,-19.91819342,-13.4968125,-10.10561611,326960235113.53796,38.3865,357130073540.41,,2022-12-06T14:54:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
1,1027,Ethereum,ETH,ethereum,6260,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem']",,122373866.2178,122373866.2178,,2,,,,2022-12-06T14:55:00.000Z,1255.9459243807232,5542973648.475706,-4.9611,-0.0664189,-2.41121628,3.56475787,-22.79494207,-6.29681642,-18.71797285,153694958526.9578,18.0228,153694958526.96,,2022-12-06T14:55:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
2,825,Tether,USDT,tether,44192,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,65576715611.096825,73141766321.23428,,3,,,,2022-12-06T14:54:00.000Z,1.0000764422781359,26034366655.452663,-2.9594,-0.00163941,0.00038427,0.03503696,0.00799072,-0.00148122,0.00102414,65581728444.630806,7.7006,73147357444.48,,2022-12-06T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-12-06 14:55:56.809873+00:00
3,1839,BNB,BNB,bnb,1149,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain']",200000000.0,159969399.80770272,159979963.59042934,,4,,,,2022-12-06T14:54:00.000Z,288.8616630863332,600155243.8455948,-9.4624,0.11510153,-1.47898249,-4.03401799,-17.63481204,1.76232076,8.0902851,46209026871.37556,5.4186,57772332617.27,,2022-12-06T14:54:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
4,3408,USD Coin,USDC,usd-coin,8698,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,43277505822.43587,43277505822.43587,,5,,,,2022-12-06T14:54:00.000Z,1.0001491040389228,2243237279.3564825,-1.08,0.0155578,0.02219078,-0.00520866,0.00593267,0.01751538,0.0136647,43283958673.348495,5.078,43283958673.35,,2022-12-06T14:54:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-12-06 14:55:56.809873+00:00
5,4687,Binance USD,BUSD,binance-usd,5681,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'usd-stablecoin']",,22100085744.154423,22100085744.154423,,6,,,,2022-12-06T14:54:00.000Z,1.0000635199776804,5574625611.275717,2.761,0.03534059,0.01806354,-0.08480429,-0.05561747,0.03847049,-0.02602229,22101489541.107628,2.5929,22101489541.11,,2022-12-06T14:54:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-12-06 14:55:56.809873+00:00
6,52,XRP,XRP,xrp,854,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,50260446248.0,99989199669.0,,7,,,,2022-12-06T14:54:00.000Z,0.3876175602409025,891486340.9586492,23.2431,0.2435667,-1.47336978,-1.37552191,-20.87199047,-20.98272062,19.58537295,19481831551.26878,2.2856,38761756024.09,,2022-12-06T14:54:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
7,74,Dogecoin,DOGE,dogecoin,608,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,8,,,,2022-12-06T14:54:00.000Z,0.10064242085518675,631079051.0107552,-33.3141,-0.20995977,-3.87856168,-1.6211473,-19.8037354,61.37954843,67.3716669,13352306895.849226,1.5658,13352306895.85,,2022-12-06T14:54:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
8,2010,Cardano,ADA,cardano,603,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano']",45000000000.0,34459298230.168,35212260956.882,,9,,,,2022-12-06T14:54:00.000Z,0.3167587041660251,181925385.8724888,-1.1541,-0.05586727,-2.72300843,2.36346886,-25.22796673,-25.3623614,-32.06470244,10915282653.858618,1.2806,14254141687.47,,2022-12-06T14:54:00.000Z,,,,,,2022-12-06 14:55:56.809873+00:00
